Metadata_treatment	Metadata_dose	Metadata_Nuclei_Location_Center_X	Metadata_Nuclei_Location_Center_Y	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_ZSlice	UMAP0	UMAP1
DMSO	1	801.0979166666667	311.053125	NF0014	D4	1	ZS058	12.973069	2.4321263
Ketotifen	1	460.89247311827955	1209.779569892473	NF0014	G6	2	ZS024	11.1926	-0.8377071
Ketotifen	1	742.8375149342892	646.2392899812255	NF0014	C7	2	ZS024	9.929357	2.4598548
DMSO	1	946.7495704901465	465.210914603335	NF0014	D9	3	ZS050	12.312136	2.848069
Everolimus	1	881.759389122643	800.9563659030699	NF0014	C5	1	ZS052	14.169882	1.6880071
DMSO	1	878.0551724137931	797.0275862068966	NF0014	F9	2	ZS046	11.417989	0.06551595
Staurosporine	10	1130.959659090909	811.3767045454546	NF0014	C2	2	ZS006	7.9671097	4.1169705
DMSO	1	721.4984977139125	1153.2158066623122	NF0014	D9	2	ZS052	13.516603	2.849099
Mirdametinib	1	656.0672328379335	700.8637650389243	NF0014	F8	2	ZS046	14.01446	1.23185
Mirdametinib	10	995.3005959475566	840.6	NF0014	C9	1	ZS032	9.553442	-0.8005305
Cabozantinib	1	416.8778729770162	755.1774785801714	NF0014	D7	1	ZS046	10.758963	3.1861465
DMSO	1	877.9978120441758	636.1381537820379	NF0014	D9	3	ZS050	13.829344	1.3995365
Nilotinib	1	863.4831596435583	353.0737048784172	NF0014	E6	1	ZS054	12.702383	2.7488816
Ketotifen	1	454.6333333333333	96.10833333333333	NF0014	C7	1	ZS024	11.042154	-1.1358638
Selumetinib	1	796.9912477558348	1085.673698384201	NF0014	G10	2	ZS038	11.847225	1.7312869
Trametinib	1	544.9642446539434	592.9972407449989	NF0014	D10	2	ZS042	11.677603	4.076823
Binimetinib	1	932.5167304605507	502.9908630695148	NF0014	F7	2	ZS040	10.144037	2.4894922
Trametinib	1	1204.6032786885246	600.255737704918	NF0014	D10	1	ZS016	10.663749	4.7968116
Linsitinib	1	721.2765706585818	1115.9813036887317	NF0014	G3	1	ZS044	9.101478	-0.5137289
Digoxin	1	878.7598803338057	657.2809006455676	NF0014	D2	1	ZS026	10.191988	3.065567
Binimetinib	10	920.475799086758	1181.4416666666666	NF0014	D8	1	ZS034	10.142629	3.0550156
Mirdametinib	10	718.6966023050442	942.4958838497231	NF0014	C9	2	ZS030	10.913036	5.2242985
Onalespib	1	329.13780707010187	492.0473337327741	NF0014	C3	1	ZS032	10.04811	2.5317829
Ketotifen	1	17.0234375	989.0	NF0014	C7	1	ZS024	12.483053	-1.2939198
Rapamycin	1	884.7701249636733	622.0751719461397	NF0014	G5	2	ZS030	10.759463	3.2078884
Copanlisib	1	849.695504856562	779.4276033431217	NF0014	D3	2	ZS014	9.860303	0.9592321
Digoxin	1	509.2810810810811	367.0864864864865	NF0014	D2	1	ZS026	11.616947	-0.9810527
Trametinib	10	699.9859956909819	329.7908587257618	NF0014	F10	2	ZS046	12.867254	3.042831
Selumetinib	1	739.9289060908535	198.63434508046444	NF0014	D11	2	ZS060	10.190314	3.7929683
DMSO	1	652.7957311364913	890.2924545965175	NF0014	G9	2	ZS060	11.06787	3.3722713
Selumetinib	1	1023.1667520491803	841.171106557377	NF0014	G10	3	ZS038	14.496413	2.1816788
Mirdametinib	10	465.33345033345034	634.974727974728	NF0014	G8	2	ZS028	9.78145	-0.09336706
Cabozantinib	1	917.1602330662782	743.0018208302986	NF0014	E7	2	ZS028	10.173845	3.2712924
Linsitinib	1	1375.3584752635848	1280.244606650446	NF0014	G3	1	ZS044	9.438789	1.7828842
Copanlisib	1	991.5424354243543	528.5648216482165	NF0014	D3	2	ZS014	10.561074	1.8719292
Fimepinostat	1	1515.7703927492448	1130.3987915407854	NF0014	D5	2	ZS016	12.027463	-0.3262011
Digoxin	1	1462.8567567567568	999.8810810810811	NF0014	D2	1	ZS026	12.261124	0.09882841
Rapamycin	1	461.75973377703826	859.1617304492512	NF0014	F5	1	ZS042	11.792829	3.583796
Trametinib	1	689.663810151615	598.017270929466	NF0014	D10	2	ZS042	13.8741865	2.2015483
Mirdametinib	1	944.3464692482916	752.0338648443432	NF0014	F8	2	ZS046	10.710955	3.6964495
Selumetinib	10	510.4057142857143	137.90142857142857	NF0014	F11	1	ZS056	13.154441	2.9743357
Everolimus	1	935.4257319366103	758.8694601128122	NF0014	C5	2	ZS030	10.395916	2.5280206
DMSO	1	1054.0319764590486	788.6676802354095	NF0014	G9	1	ZS048	11.987917	2.999855
Selumetinib	1	681.0732378854625	499.2165932452276	NF0014	D11	2	ZS060	11.369782	2.9240603
Staurosporine	10	860.135265700483	653.7246376811594	NF0014	C2	2	ZS006	8.288134	4.281085
Digoxin	1	723.0401992173604	1100.8281750266808	NF0014	E2	2	ZS016	10.533277	5.1003346
Rapamycin	1	812.6526217228464	1225.1594881398253	NF0014	G5	1	ZS022	9.411059	1.4974366
Linsitinib	1	613.4728806749698	794.6440337484934	NF0014	G3	1	ZS044	9.013683	0.12792324
Copanlisib	1	754.8551829268292	997.7530487804878	NF0014	E3	2	ZS030	10.860415	5.193953
Everolimus	1	1167.0469314079423	659.8440053201596	NF0014	C5	1	ZS052	11.133112	2.4970832
Ketotifen	1	691.2945945945946	930.2842342342342	NF0014	G6	1	ZS018	8.65955	-0.4543476
Selumetinib	1	751.421875	668.4955357142857	NF0014	G10	1	ZS054	10.226598	0.43158445
Selumetinib	1	599.0583080552747	1149.8217054263566	NF0014	D11	2	ZS060	13.993002	1.7752371
Linsitinib	1	402.9514959202176	1283.903445149592	NF0014	G3	1	ZS044	9.060782	0.7383043
Selumetinib	1	453.49377593361	138.30082987551867	NF0014	D11	1	ZS048	8.949388	3.3126187
Selumetinib	1	781.3159590864509	1053.0403530895335	NF0014	D11	2	ZS060	14.377958	1.7155898
DMSO	1	1368.3213753891973	957.9822661432246	NF0014	F9	1	ZS014	9.55675	1.619233
Binimetinib	1	760.2901934623083	869.5520346897932	NF0014	F7	1	ZS028	10.045877	2.9187517
Onalespib	1	733.8374384236453	564.8866995073892	NF0014	C3	1	ZS032	10.409286	1.5493565
Mirdametinib	1	639.1432514891762	430.7666715095162	NF0014	E8	2	ZS064	13.289904	1.2737566
Binimetinib	10	517.9487362558904	359.3766957018421	NF0014	C8	1	ZS026	10.92512	4.0033565
Linsitinib	1	431.5709261430246	1033.2813599062133	NF0014	G3	1	ZS044	9.03633	0.2503755
Mirdametinib	1	749.0633051159367	585.6757453073243	NF0014	F8	2	ZS046	14.333599	2.5833414
Staurosporine	10	569.9662921348314	613.129213483146	NF0014	C11	1	ZS030	11.290933	-0.85771215
DMSO	1	728.7255427731166	785.5569587405934	NF0014	F4	2	ZS060	13.332712	1.7515488
Mirdametinib	10	386.66604227990365	827.4905004013915	NF0014	G8	2	ZS028	8.586336	-0.58138597
Binimetinib	10	874.746875	979.91875	NF0014	C8	2	ZS030	10.198902	2.832924
DMSO	1	707.6737326012004	705.1347209807177	NF0014	C4	1	ZS044	11.535816	1.7398021
Digoxin	1	450.5725806451613	410.7983870967742	NF0014	D2	1	ZS026	12.165344	-1.3508629
DMSO	1	819.1012403265133	937.3608608078024	NF0014	D9	2	ZS052	12.057746	3.6935124
Nilotinib	1	585.9741606940777	899.5260279139948	NF0014	F6	1	ZS044	10.627897	1.2557544
Mirdametinib	1	487.5912117177097	1133.5592543275632	NF0014	E8	2	ZS064	9.371218	-0.9427428
Copanlisib	1	795.8044328552803	1006.2900912646676	NF0014	D3	1	ZS022	9.571445	0.4454069
Everolimus	1	705.1537164535619	609.6418434733736	NF0014	G4	1	ZS024	10.657989	3.148028
Digoxin	1	576.4	1176.270588235294	NF0014	D2	1	ZS026	11.403716	-0.9606535
Selumetinib	10	1067.4609375	523.3125	NF0014	F11	1	ZS056	11.556381	-0.033180315
Trametinib	1	725.5813549507817	311.4128546612623	NF0014	D10	2	ZS042	11.829859	0.97545916
Trametinib	10	805.2576576576577	642.0768768768769	NF0014	F10	1	ZS048	8.009845	3.5881944
DMSO	1	973.4900952858576	868.89129889669	NF0014	D9	3	ZS050	10.777769	3.3655233
DMSO	1	831.4992730444897	842.3762721721431	NF0014	F4	3	ZS042	11.495613	2.162228
Digoxin	1	1095.7690763052208	847.3564257028113	NF0014	E2	2	ZS016	10.656902	4.6413784
Binimetinib	1	857.7867450561197	1105.1459112773919	NF0014	G7	2	ZS016	8.552678	0.7058585
Nilotinib	1	1342.0008946830267	512.3852249488752	NF0014	F6	1	ZS044	11.310887	2.396856
Selumetinib	1	596.1354141066602	489.4064880806095	NF0014	G10	1	ZS054	9.897348	1.507233
Trametinib	1	698.273506563086	414.35587998928474	NF0014	D10	2	ZS042	12.111813	3.9877868
Selumetinib	1	1001.2377173091459	1023.09410430839	NF0014	G10	3	ZS038	10.89663	3.7770202
Rapamycin	1	515.9722921914357	995.0201511335013	NF0014	G5	1	ZS022	8.6772585	0.34510878
Everolimus	1	783.9887586317649	828.3893528183717	NF0014	C5	2	ZS030	10.368973	3.277869
Digoxin	1	724.3616236162362	592.4981549815498	NF0014	E2	1	ZS024	12.70789	-0.71636146
Nilotinib	1	1058.8198005698005	1075.9102564102564	NF0014	F6	2	ZS060	10.958203	1.0495648
Trametinib	10	485.8237045860631	611.1107802263252	NF0014	F10	1	ZS048	8.473714	2.30309
Staurosporine	10	910.1581530630795	805.3513906562443	NF0014	C2	2	ZS006	7.9194293	4.117284
DMSO	1	342.06697578567747	1068.9551777434312	NF0014	D4	1	ZS058	11.559119	0.6906507
Rapamycin	1	863.6868552412645	1176.757071547421	NF0014	G5	1	ZS022	8.915764	0.9305151
Nilotinib	1	545.4230769230769	528.8461538461538	NF0014	E6	2	ZS020	11.243803	-1.2811018
DMSO	1	874.0440251572327	1223.8238993710693	NF0014	F4	3	ZS042	11.470454	-0.3015142
Selumetinib	1	740.4248284466626	612.0999168226242	NF0014	D11	2	ZS060	11.227144	3.0908647
Nilotinib	1	1162.7263033175354	1121.9656398104266	NF0014	E6	2	ZS020	11.653412	0.9415497
Trametinib	10	1483.6816076497832	635.9756461975198	NF0014	F10	1	ZS048	8.143478	3.4121192
Selumetinib	10	941.5739660313756	924.6785945805782	NF0014	E11	1	ZS024	10.730656	4.667779
DMSO	1	812.8847108903867	640.9091876551969	NF0014	C4	2	ZS032	14.313142	2.491453
Everolimus	1	669.6943264563107	632.7939927184466	NF0014	C5	1	ZS052	13.575832	2.0979185
Linsitinib	1	758.2186602870813	966.5540669856459	NF0014	G3	1	ZS044	8.82769	-0.49103376
Mirdametinib	1	723.6297548605241	1107.1827979712596	NF0014	E8	2	ZS064	11.462324	1.5013491
Digoxin	1	757.2225274725274	576.1620879120879	NF0014	E2	1	ZS024	12.814838	-0.65903854
DMSO	1	936.0166600555335	1072.9395742430252	NF0014	D9	1	ZS048	13.452386	1.4098599
DMSO	1	787.4817050169747	336.74512762479566	NF0014	D9	1	ZS048	14.069839	1.5231364
Linsitinib	1	861.6520938794293	533.4279797514956	NF0014	G3	2	ZS038	12.272159	3.3546996
Linsitinib	1	361.72626873520903	761.4472784643702	NF0014	F3	1	ZS042	13.282435	2.788274
Selumetinib	10	668.4709950057626	495.41644256626967	NF0014	E11	2	ZS026	11.978434	-0.11868244
DMSO	1	882.7686816863708	885.0578853446353	NF0014	F4	2	ZS060	13.353645	2.434407
Trametinib	1	1166.684905053106	648.995172191825	NF0014	D10	1	ZS016	9.585208	0.23354779
Copanlisib	1	716.0699062233589	951.2427962489344	NF0014	E3	2	ZS030	10.719841	5.1579685
Staurosporine	10	776.4047076689445	614.7817008352316	NF0014	C11	2	ZS024	9.592001	0.2853659
Imatinib	1	916.8008556444935	854.4057410985371	NF0014	C6	2	ZS054	13.011872	2.7430055
Ketotifen	1	468.4974226804124	1103.708762886598	NF0014	G6	2	ZS024	9.389243	-0.28490224
DMSO	1	508.4526315789474	1239.618245614035	NF0014	C4	1	ZS044	9.620334	-1.05822
DMSO	1	637.4019647153168	714.7243384121892	NF0014	D9	1	ZS048	11.729429	3.1820526
Mirdametinib	10	672.9501846860337	690.7638015373865	NF0014	C9	2	ZS030	11.395862	5.6446877
DMSO	1	773.797976391231	633.7804384485667	NF0014	D4	1	ZS058	11.91371	1.2619942
Mirdametinib	10	452.4783693843594	751.7229617304492	NF0014	G8	2	ZS028	9.45959	-1.1033843
Binimetinib	1	778.4767156862745	640.6466503267974	NF0014	F7	1	ZS028	9.193371	1.7003481
DMSO	1	766.0055675842871	361.7021342406434	NF0014	D4	1	ZS058	13.589418	3.0008488
DMSO	1	862.5623791547739	734.5529877543504	NF0014	E4	2	ZS038	12.617848	1.2615911
Nilotinib	1	976.6568805380591	298.7329988256646	NF0014	F6	1	ZS044	10.941486	3.1874855
Imatinib	1	672.4771148344912	630.6227012668573	NF0014	D6	1	ZS046	11.265165	1.631745
Trametinib	10	735.3966666666666	832.12	NF0014	F10	1	ZS048	8.578883	3.1918707
DMSO	1	1123.4190923883566	567.0061471704936	NF0014	F9	2	ZS046	13.640728	2.9621387
DMSO	1	1210.2896281800392	684.3277886497065	NF0014	F9	2	ZS046	13.547212	2.179062
DMSO	1	939.6744786684523	931.7683183470442	NF0014	E4	1	ZS048	13.8827305	1.4997377
Selumetinib	1	945.0936987358873	983.4256489433561	NF0014	D11	1	ZS048	8.481769	4.0776057
Binimetinib	10	642.1795918367347	511.52244897959184	NF0014	C8	1	ZS026	11.27958	5.393369
Trametinib	10	304.3554964539007	1024.058865248227	NF0014	F10	1	ZS048	8.262845	3.7013817
Ketotifen	1	887.2693674484719	589.0584379688858	NF0014	C7	1	ZS024	12.245235	1.871023
Nilotinib	1	636.146806039489	921.0092915214866	NF0014	E6	2	ZS020	10.923298	2.88818
DMSO	1	867.0744466800804	794.1549295774648	NF0014	D9	3	ZS050	13.820793	2.8116958
Digoxin	1	649.4401622718053	708.5557809330629	NF0014	E2	1	ZS024	11.024672	0.35122335
DMSO	1	666.0281535648994	465.22303473491775	NF0014	F9	1	ZS014	12.682368	4.0841475
DMSO	1	593.4707947205841	1045.3343162033136	NF0014	F9	1	ZS014	10.892783	1.067016
Linsitinib	1	982.9509972120952	763.3042033025949	NF0014	G3	2	ZS038	10.526813	3.0392957
Digoxin	1	507.2890625	405.1015625	NF0014	D2	1	ZS026	12.133142	-1.1964309
Ketotifen	1	757.2776809067132	592.9520488230165	NF0014	C7	2	ZS024	14.387412	2.5328603
Selumetinib	10	1201.1102868447083	1469.0182987141445	NF0014	E11	2	ZS026	13.015234	-0.18556866
Ketotifen	1	487.1997840172786	1122.8142548596113	NF0014	G6	2	ZS024	9.331993	-0.37105095
Mirdametinib	10	835.9140830652237	583.7973822755191	NF0014	C9	1	ZS032	10.575027	5.317915
Selumetinib	1	824.0950570342205	807.5537072243346	NF0014	D11	1	ZS048	8.502243	4.347578
DMSO	1	834.1074843626429	752.8593716298799	NF0014	C4	2	ZS032	11.883289	2.5632043
Rapamycin	1	491.775473399459	913.904869251578	NF0014	G5	1	ZS022	8.702196	0.44686857
Trametinib	1	1009.224405377456	620.6959669079628	NF0014	D10	1	ZS016	9.228191	1.4168229
Trametinib	1	1003.2667768595041	938.8656198347107	NF0014	D10	1	ZS016	9.638691	2.9591534
Selumetinib	1	536.9055294837788	1153.7773923689042	NF0014	D11	2	ZS060	10.258055	3.838171
DMSO	1	833.941491259365	906.1127363539065	NF0014	D9	3	ZS050	11.106894	3.9136252
DMSO	1	712.0007681966583	679.2634914538122	NF0014	C4	2	ZS032	13.474346	1.5933408
DMSO	1	1358.3622775800711	550.6451245551601	NF0014	F9	2	ZS046	11.154659	2.890277
DMSO	1	865.0548810909696	1239.052719108598	NF0014	D9	1	ZS048	11.232489	3.0219035
Binimetinib	10	693.7102064896756	269.90312684365784	NF0014	C8	1	ZS026	10.545669	5.128151
Mirdametinib	1	364.98505434782606	354.1868961352657	NF0014	E8	2	ZS064	11.164129	1.9244809
Fimepinostat	1	910.647577092511	715.8957415565345	NF0014	D5	2	ZS016	10.752784	1.0770187
Imatinib	1	888.727089288717	750.2396166134185	NF0014	C6	1	ZS034	10.525762	1.1404374
Fimepinostat	1	413.4992125984252	1172.3905511811024	NF0014	D5	2	ZS016	11.866042	-0.124350324
Rapamycin	1	506.0659596482152	913.3561821003622	NF0014	F5	1	ZS042	13.018537	3.2425783
Binimetinib	1	742.1447861965491	1071.9429857464365	NF0014	F7	1	ZS028	9.231675	0.4002235
Mirdametinib	10	417.3220413550374	568.4967003959525	NF0014	G8	2	ZS028	9.979115	1.3032327
Nilotinib	1	934.9578757334135	749.0904167293515	NF0014	F6	1	ZS044	13.036972	1.3226683
DMSO	1	329.327868852459	1091.3813927420485	NF0014	F4	3	ZS042	10.708148	2.2643797
Binimetinib	10	574.2323499747857	645.363212304589	NF0014	C8	1	ZS026	10.6057415	4.8130217
Nilotinib	1	512.472972972973	505.2567567567568	NF0014	E6	2	ZS020	11.444348	-1.4277375
Linsitinib	1	652.6762498003513	1218.4323590480753	NF0014	G3	1	ZS044	9.001159	1.5616636
Trametinib	10	448.98108568186115	1130.2122186495176	NF0014	F10	1	ZS048	8.564512	3.5695455
Nilotinib	1	1067.738499159407	929.2119822711295	NF0014	F6	1	ZS044	10.82444	2.8344696
Cabozantinib	1	364.2426132632961	653.2399868680236	NF0014	D7	1	ZS046	10.178734	3.0321546
DMSO	1	847.3419849381388	1296.0033620225927	NF0014	C4	1	ZS044	12.385473	1.5893818
Binimetinib	1	591.7174979558463	671.2224039247751	NF0014	F7	2	ZS040	11.513364	3.5684295
Ketotifen	1	996.6758693920892	557.1114945580038	NF0014	C7	1	ZS024	12.958838	2.4759898
Selumetinib	10	525.2383561643836	263.5954337899543	NF0014	F11	1	ZS056	13.092984	-0.009648295
DMSO	1	1041.7902816390667	698.6836697691285	NF0014	D9	3	ZS050	13.640181	2.3512733
Everolimus	1	687.640941270316	478.7201116761392	NF0014	G4	1	ZS024	10.386776	3.1499355
DMSO	1	739.3351042635144	584.9084871828928	NF0014	F4	2	ZS060	11.8832445	2.5634325
Everolimus	1	615.9325677986807	420.4932812118251	NF0014	G4	2	ZS036	9.105349	1.9065559
DMSO	1	620.7230564784053	616.464584717608	NF0014	F4	1	ZS042	13.444411	1.2259626
Imatinib	1	858.4788732394367	507.8050176056338	NF0014	D6	1	ZS046	12.977108	2.8204088
Binimetinib	1	995.3545803710059	977.1925308490643	NF0014	F7	1	ZS028	10.419216	3.7362053
DMSO	1	576.0023450586265	1018.4708542713568	NF0014	D9	2	ZS052	14.087216	2.2600853
Binimetinib	10	1070.8923865300146	584.4033674963397	NF0014	D8	1	ZS034	10.60089	2.1872087
Binimetinib	10	512.5002015316404	485.65578395808143	NF0014	C8	1	ZS026	11.305859	5.417664
Binimetinib	10	601.0675862068965	361.4201379310345	NF0014	C8	1	ZS026	11.431872	5.765928
DMSO	1	745.5109126984127	1073.2607709750566	NF0014	D4	1	ZS058	11.415431	2.076697
Mirdametinib	10	642.9826342506011	793.8287469943896	NF0014	G8	1	ZS040	9.209958	1.9723351
Fimepinostat	1	1242.8896052631578	714.4686842105264	NF0014	E5	2	ZS010	9.847034	1.8035295
Copanlisib	1	336.4485981308411	445.9062671797691	NF0014	E3	1	ZS028	10.999574	1.5591778
Nilotinib	1	541.7491258741259	712.6875	NF0014	E6	1	ZS054	13.382104	3.206604
Fimepinostat	1	603.0137566137566	968.7827160493828	NF0014	D5	1	ZS010	9.041239	0.15948454
Everolimus	1	995.6105769230769	823.6881009615385	NF0014	C5	1	ZS052	11.900722	2.6244025
Rapamycin	1	518.7502982581723	798.5177761870675	NF0014	F5	1	ZS042	14.092855	1.631821
Nilotinib	1	567.3389830508474	951.3389830508474	NF0014	E6	2	ZS020	11.26398	-1.4776306
Ketotifen	1	1018.3031709203403	598.7164733178654	NF0014	C7	1	ZS024	12.278431	1.874399
DMSO	1	564.8387096774194	662.1774193548387	NF0014	D9	1	ZS048	12.802175	-1.2870361
Binimetinib	10	849.7709591944886	683.1146793852677	NF0014	D8	2	ZS032	10.647327	4.909876
Nilotinib	1	987.2075789473685	463.44631578947366	NF0014	F6	1	ZS044	13.272106	2.0734305
Trametinib	10	250.4718309859155	395.24377031419283	NF0014	F10	1	ZS048	9.417775	2.0751405
DMSO	1	1240.9717502963256	1428.1370999604899	NF0014	C4	2	ZS032	10.795121	1.554555
DMSO	1	715.3112535612536	609.9309116809117	NF0014	F4	1	ZS042	13.859578	1.4283187
Digoxin	1	658.15625	678.946875	NF0014	E2	1	ZS024	11.388569	-0.11045153
Digoxin	1	1343.6266666666668	108.64	NF0014	E2	1	ZS024	12.863574	-1.0650961
Ketotifen	1	692.0345375148869	519.2764986105598	NF0014	C7	2	ZS024	9.918546	2.5841844
Fimepinostat	1	987.9090909090909	283.5030303030303	NF0014	D5	2	ZS016	11.1267185	-0.08656093
Ketotifen	1	476.02061855670104	91.54639175257732	NF0014	C7	1	ZS024	11.263091	-1.4646256
Imatinib	1	1004.3843669250646	791.2487080103359	NF0014	C6	1	ZS034	10.02716	1.4921819
Nilotinib	1	805.4048422880293	578.0792900549822	NF0014	E6	1	ZS054	13.578127	2.628623
Selumetinib	1	1081.8697283774125	974.6401000714797	NF0014	G10	3	ZS038	12.941583	2.9251676
Binimetinib	10	780.0138720686998	524.8808763624353	NF0014	D8	2	ZS032	10.607459	5.085039
Cabozantinib	1	501.98902821316614	554.0239384440011	NF0014	E7	2	ZS028	9.439484	1.6027167
Cabozantinib	1	849.9131578947369	967.3896284829722	NF0014	E7	2	ZS028	10.719313	3.7465503
DMSO	1	983.7051282051282	1100.6410256410256	NF0014	F4	3	ZS042	11.583212	-0.27406833
DMSO	1	656.6089207048458	1164.2398678414097	NF0014	D9	1	ZS048	11.398043	2.9117696
DMSO	1	776.4247513812155	665.807955801105	NF0014	F4	2	ZS060	13.301511	2.3588998
Onalespib	1	1113.5238609371627	647.0451306413302	NF0014	F2	1	ZS016	9.3973465	2.4644635
Digoxin	1	822.0063829787234	675.6904255319149	NF0014	D2	1	ZS026	13.48265	1.5023153
Ketotifen	1	1277.5872957591334	1098.8419313383513	NF0014	G6	1	ZS018	10.665274	3.1477125
DMSO	1	1079.8946471189909	1120.2516195022163	NF0014	D9	1	ZS048	11.446479	2.675994
DMSO	1	598.6555183946489	272.2040133779264	NF0014	F4	1	ZS042	12.805829	-0.13919376
Selumetinib	1	696.1840387449989	777.4335649610445	NF0014	G10	1	ZS054	12.110161	0.69542587
DMSO	1	710.8425679583574	1071.4972816657028	NF0014	D9	2	ZS052	13.910676	2.120511
Linsitinib	1	746.8152277795476	651.9286396941701	NF0014	G3	1	ZS044	13.353923	-0.6894826
DMSO	1	538.2127745045527	863.8942153186931	NF0014	D4	1	ZS058	13.050224	0.035613276
DMSO	1	695.6302864938608	298.15634379263304	NF0014	D4	1	ZS058	11.8266535	2.4989934
Selumetinib	10	988.7302959760559	1230.260059860326	NF0014	E11	2	ZS026	10.22267	0.06492064
Mirdametinib	1	838.6875153902979	639.1568579167692	NF0014	F8	2	ZS046	13.82247	1.1753868
Selumetinib	1	816.0509341199606	718.1209439528023	NF0014	G10	1	ZS054	11.841555	0.66167676
Digoxin	1	470.8205128205128	418.4188034188034	NF0014	D2	1	ZS026	12.135932	-1.220256
Rapamycin	1	404.52816020025034	1070.71464330413	NF0014	F5	1	ZS042	13.207532	-0.6593958
DMSO	1	948.1386883273165	155.2337545126354	NF0014	C4	1	ZS044	11.272637	1.1589266
Ketotifen	1	730.7185017026106	554.4994324631101	NF0014	C7	2	ZS024	14.043303	1.5825044
Digoxin	1	986.6142156862745	772.7004901960785	NF0014	D2	1	ZS026	8.950737	0.011456863
Imatinib	1	759.9517078916372	682.5796123781989	NF0014	C6	2	ZS054	11.291252	2.7519372
Selumetinib	1	747.407207554442	935.6852958180767	NF0014	D11	1	ZS048	7.956881	3.9762037
Nilotinib	1	832.6155063291139	991.684335443038	NF0014	F6	2	ZS060	12.854541	-0.6190682
Everolimus	1	620.8055992804137	578.2492691702271	NF0014	C5	1	ZS052	13.960951	1.9902393
DMSO	1	594.7228727556596	552.1451990632319	NF0014	F9	1	ZS014	9.407714	1.7770482
Mirdametinib	1	637.9824561403509	982.9481981981982	NF0014	F8	2	ZS046	10.866744	3.6618814
DMSO	1	219.3559633027523	717.0108256880734	NF0014	F9	1	ZS014	11.00312	1.154014
DMSO	1	729.6597977243995	840.9045512010114	NF0014	D9	1	ZS048	11.75823	2.8169494
Selumetinib	10	1134.3146798542425	793.0216684018741	NF0014	F11	1	ZS056	13.323404	2.8022263
Mirdametinib	1	501.4412855377009	1102.6489493201484	NF0014	E8	2	ZS064	9.756894	0.41393438
Selumetinib	10	1237.7529504327301	982.005376344086	NF0014	F11	3	ZS028	11.217747	2.9676807
DMSO	1	572.1605329949239	307.41497461928935	NF0014	F9	1	ZS014	10.438907	0.7734595
Binimetinib	10	770.9940987124463	502.6582618025751	NF0014	D8	1	ZS034	12.227099	3.8417883
Fimepinostat	1	1256.9808917197452	1313.4331210191083	NF0014	D5	2	ZS016	11.993635	-0.43304777
Imatinib	1	1066.8838643371018	717.3812159063957	NF0014	C6	2	ZS054	10.679288	3.4577653
DMSO	1	785.9091392136025	840.0181721572795	NF0014	E4	1	ZS048	13.431725	1.5370384
Imatinib	1	1014.0713783403656	694.433427097984	NF0014	D6	1	ZS046	12.771929	2.3736
Mirdametinib	1	494.9861020274689	313.85480706344015	NF0014	E8	2	ZS064	14.12732	2.1645062
Digoxin	1	482.233918128655	354.9590643274854	NF0014	D2	1	ZS026	10.851025	-0.77028346
DMSO	1	557.8433857070451	995.3928028383173	NF0014	E4	2	ZS038	12.222913	0.9540014
DMSO	1	919.7897334649556	619.9452122408687	NF0014	D4	1	ZS058	13.981173	2.2997718
Linsitinib	1	806.9107087105838	895.3916120303882	NF0014	G3	2	ZS038	10.682354	1.7396289
Onalespib	1	436.83879423328966	555.4678899082569	NF0014	C3	1	ZS032	9.252865	0.4178237
Binimetinib	10	730.2931717548357	747.3480540666511	NF0014	C8	2	ZS030	11.3252535	5.725065
Digoxin	1	735.2331606217616	742.7461139896373	NF0014	E2	1	ZS024	11.478145	-0.21558498
Binimetinib	10	980.1628959276018	845.9185520361991	NF0014	C8	2	ZS030	11.182336	0.09750965
Trametinib	1	375.3897479347596	748.6271976276213	NF0014	D10	2	ZS042	13.199349	-0.15244602
Ketotifen	1	474.7207037922788	830.9480696959344	NF0014	G6	2	ZS024	9.175738	1.3832524
Trametinib	10	949.0374925903972	752.2593360995851	NF0014	F10	1	ZS048	8.010596	3.6604517
Ketotifen	1	764.5322462886347	388.22973959600876	NF0014	C7	1	ZS024	11.48121	1.908025
Rapamycin	1	694.4133126934985	694.8424492604059	NF0014	F5	1	ZS042	11.483468	3.422024
DMSO	1	923.4270340077486	882.35155689482	NF0014	D4	1	ZS058	13.777094	2.0820146
Selumetinib	10	947.3456196581196	847.1217948717949	NF0014	F11	2	ZS018	10.251684	2.464819
DMSO	1	828.9481375358166	1039.4619866284622	NF0014	D9	2	ZS052	14.067228	1.9716221
Onalespib	1	921.7272727272727	921.4566596194503	NF0014	F2	2	ZS014	9.921931	-0.24604213
Rapamycin	1	916.0660561184724	766.5785268901013	NF0014	F5	2	ZS038	11.038775	2.6775808
Onalespib	1	1053.4913079470198	620.8638245033112	NF0014	F2	1	ZS016	10.7394	4.863292
Mirdametinib	1	687.5758419148344	1053.4881714444753	NF0014	E8	2	ZS064	10.795632	0.9891789
Mirdametinib	1	782.5697777777777	214.40074074074073	NF0014	E8	2	ZS064	11.114914	2.0364885
Staurosporine	10	335.20529801324506	521.1920529801324	NF0014	C11	1	ZS030	10.784587	-0.7271282
Mirdametinib	1	679.8468164794008	1276.8848314606741	NF0014	E8	2	ZS064	12.489291	1.0693232
